lat,lon
10.3190855,76.326697
12.917209,77.5858603
13.0952244,77.5941775
12.9746109,77.6200447
12.9815923,77.6232203
13.0807843,80.2651669
13.0802951,80.2627848
13.0794309,80.2587734
13.0789975,80.2546809
13.0788878,80.2516867
13.0788576,80.2501014
13.0779389,80.2444133
13.0773336,80.2406122
13.0766849,80.2380064
13.0758601,80.2338977
13.0739518,80.2247736
13.0822677,80.2816254
13.0310987,80.2396728
13.034831,80.2455793
13.0577844,80.2576907
13.0681313,80.2712749
13.0716541,80.2743139
13.0717936,80.2743746
13.0499473,80.21188
13.0380739,80.2566429
13.0394702,80.2470651
13.0287832,80.2497725
13.0388392,80.2571665
13.0355813,80.2460514
12.8976224,80.2474759
12.9616653,80.2562055
12.9387417,80.2528025
10.827063,78.6858974
9.5655553,76.7547181
13.0800515,80.2882131
13.078726,80.2878017
13.0334551,80.2773791
13.0240343,80.2739707
13.0722465,80.2020302
13.0697591,80.2006685
13.0114299,80.2231983
12.9877944,80.2513358
30.8957177,75.8665008
30.9010787,75.9094954
12.9661186,77.6067621
12.9580529,77.6059189
12.9599337,77.6019168
12.9706012,77.6102995
12.9400273,77.6253351
12.9427582,77.6225279
12.9685209,77.6144953
12.952415,77.6202156
12.9516788,77.6214774
12.960517,77.5043062
12.960513,77.5043695
12.9613763,77.5840428
30.9068865,75.846736
12.9541872,77.5852663
12.937997,77.5497383
13.0659868,80.2436336
15.5888385,73.8090272
15.5007642,73.8238455
15.5008345,73.8238146
13.0446855,80.2635724
13.0067719,80.2473989
13.0067735,80.2516348
13.0187137,80.2612947
13.0262774,80.2659605
13.0367934,80.2676972
13.0583,80.2654066
13.0500527,80.2806834
13.0453213,80.2598607
13.0270995,80.2565744
12.9760873,80.2213325
11.0303239,76.9510003
11.044921,76.9473789
13.0474161,80.2330666
10.3471245,76.2168505
10.7815823,76.2802308
12.9484823,77.5737822
13.9361927,75.5761451
18.4784371,73.8240279
18.4689884,73.86413
18.4786543,73.8615652
18.5028109,73.818325
18.5063593,73.9126293
18.5065704,73.8984342
18.5012279,73.8456423
18.4966935,73.8581029
18.5028299,73.8787313
18.5019652,73.8751985
18.501211,73.8583493
18.506508,73.8843062
18.5100416,73.8340633
18.5095523,73.8436096
18.5115953,73.8373048
18.5112473,73.8432571
18.5106379,73.8459983
18.5153885,73.8289046
18.5137712,73.8415826
18.5144753,73.8523177
18.5145251,73.8537421
18.5170977,73.8433202
18.5156694,73.8562866
18.518542,73.8562138
18.5246803,73.8413694
18.5214715,73.8774971
18.5238605,73.8579348
18.525804,73.8531741
18.5246718,73.8786464
18.5279009,73.8633747
18.5298097,73.8632048
18.5284928,73.8791792
18.5285141,73.879282
18.5336216,73.8788855
18.5347471,73.8796807
18.5470693,73.8171409
18.5390186,73.9037093
18.539431,73.8855066
18.5398877,73.8830461
18.5487727,73.8710518
18.5457372,73.8888933
18.5606155,73.8091826
18.5527046,73.8896784
18.562723,73.9279372
18.5817261,73.797925
18.7540095,73.4043777
18.9143089,72.8217366
18.9164885,72.8236255
18.9187946,72.8255542
18.9189023,72.8290725
18.9210264,72.8263833
18.9218402,72.8311822
18.9250427,72.832318
18.9250738,72.8321085
18.9252387,72.8325481
18.9253612,72.8319444
18.9253039,72.8325633
18.9254921,72.8319922
18.925623,72.8321984
18.9263905,72.8280343
18.9264383,72.8270585
18.9275545,72.8217046
18.9276036,72.8216338
18.9296497,72.8217873
18.9318805,72.8313162
18.9328702,72.827991
18.9344956,72.837098
18.9353852,72.8308679
18.9369723,72.8241691
18.9371755,72.8273702
18.9382417,72.8379803
18.938479,72.8359405
18.9384195,72.8369542
18.938707,72.8346296
18.9390006,72.8271411
18.9417592,72.8295327
