lat,lon
10.3190855,76.326697
9.5655553,76.7547181
10.3471245,76.2168505
10.7815823,76.2802308
8.5040448,76.951054
8.5091149,76.9567076
8.484555,76.9549897
8.500959,76.9589101
8.4846431,76.9476674
8.4973813,76.9552197
10.5267158,76.2125153
11.2429628,75.7853149
11.2569074,75.7804932
11.264383,75.7772065
9.0055069,76.7832294
9.152506,76.7371918
9.1617725,76.7231162
8.8799098,76.6051613
8.876413,76.6240729
9.5888703,76.5285264
9.4509904,76.5453702
9.5667482,76.5194438
9.4651852,76.5306596
11.6099306,75.5796494
11.6257118,75.5779215
11.8741865,75.3829604
9.144626,76.7328177
8.8900665,76.5843773
8.90417,76.6228174
9.9450082,76.3488425
9.9673702,76.3000287
10.7732891,76.6580685
10.7726776,76.6736687
10.7655869,76.6590166
10.1819699,76.2047956
10.7658432,76.6582685
9.5166153,76.3278111
9.2649421,76.790107
8.5315575,76.9616125
8.4791016,76.9474859
8.5186351,76.9423069
8.5369849,76.9665122
9.7395599,76.5165345
10.0158772,76.3418531
9.5704569,76.3275679
9.7628489,76.5667486
9.8912353,76.7069803
9.5016502,76.6400154
8.5038822,76.9510129
9.0925347,76.8562568
9.2649632,76.8064737
10.0433221,76.2988994
9.5002055,76.5249172
9.1535037,76.7336934
10.1529056,76.354706
10.7400009,76.6467736
9.9087792,76.7025279
10.0708148,76.3172109
9.9913104,76.575532
9.7138093,76.6887067
9.1616102,76.7229575
10.2337709,76.1946349
12.0418143,75.3683211
10.8012321,76.1804253
10.8050832,76.1874489
10.0696104,76.305412
8.7310975,76.8984061
8.7701871,76.8808693
11.2647467,75.81144
10.7728862,76.3737431
10.7729903,76.3783756
10.7365803,76.6170288
9.9684255,76.2860629
9.9722361,76.2851945
9.972238,76.2853211
9.9684364,76.2861566
10.0226528,76.3095966
10.0226493,76.3094751
9.9858477,76.2814261
9.9857992,76.2815389
9.9857789,76.2814491
10.1926978,76.3868699
8.4943006,76.964495
10.5112745,76.2583639
8.8977314,76.860373
8.9273829,76.9140014
10.1105847,76.3488074
8.4918963,76.9227892
8.4920303,76.9230424
8.4921194,76.9229632
8.8935262,76.5906177
9.8935217,76.715267
8.8759907,76.6250663
8.4060577,76.9768733
10.7192118,76.6012312
9.4457567,76.4380755
9.7171417,76.6891448
8.4949443,76.9479647
8.498576,76.9485813
8.5316662,76.9616716
8.5138025,76.9462192
8.5055868,76.9515864
8.5087326,76.9522644
8.5094673,76.9490278
8.5087499,76.9521745
8.5083276,76.950023
8.5086515,76.9521594
9.1481868,76.7608216
9.1448793,76.7695173
9.7523038,77.1311717
9.7523774,77.1340622
8.5021945,76.9499326
8.4899268,76.9412805
8.4900402,76.9412699
8.4899178,76.9414003
8.4898998,76.9413417
