lat,lon
12.917209,77.5858603
13.0952244,77.5941775
12.9746109,77.6200447
12.9815923,77.6232203
12.9661186,77.6067621
12.9580529,77.6059189
12.9599337,77.6019168
12.9706012,77.6102995
12.9400273,77.6253351
12.9427582,77.6225279
12.9685209,77.6144953
12.952415,77.6202156
12.9516788,77.6214774
12.960517,77.5043062
12.960513,77.5043695
12.9613763,77.5840428
12.9541872,77.5852663
12.937997,77.5497383
12.9484823,77.5737822
13.9361927,75.5761451
12.9656578,77.5869253
12.9636229,77.5851479
12.9577464,77.5821331
12.907437,77.6005725
12.9164504,77.6101986
12.9163018,77.6152765
12.9284001,77.6005936
12.9526686,77.6051573
12.9459107,77.5955342
12.9621574,77.5944681
12.9646748,77.5967276
12.9679192,77.600212
12.9721256,77.6070148
12.9555334,77.5857316
12.9538564,77.5913354
12.8929011,77.610479
12.9454711,77.5285693
12.9252707,77.550087
12.9064246,77.5734546
12.9057665,77.5427034
12.9266364,77.5612616
12.9288776,77.566296
12.9208633,77.5745887
12.9211023,77.5734649
12.9294201,77.5736196
12.9369042,77.5738183
12.9437041,77.5736802
12.9436325,77.5678527
12.9436249,77.5802208
12.9368768,77.5752561
12.9390748,77.5715572
12.9393825,77.5666834
12.916966,77.5736454
12.923994,77.5532717
12.9239157,77.5532445
12.9284545,77.5972154
12.9309078,77.5761739
12.9206044,77.5951629
12.917181,77.589541
12.9169561,77.5969019
12.9571605,77.5673721
12.957309,77.5696091
12.9482704,77.5700739
12.9279676,77.5463249
12.9622247,77.5757939
12.9596672,77.5744679
12.9907397,77.599624
12.989754,77.5927032
12.9779781,77.6065554
12.9754984,77.6144911
12.9809819,77.6099607
12.992623,77.6097923
12.9936479,77.6072115
12.9595492,77.5559464
12.950334,77.5376362
12.9577314,77.5341001
12.9599483,77.5331539
12.9661053,77.535589
12.9741273,77.5447325
12.9752543,77.548233
12.9613737,77.5592663
12.9605005,77.5685496
12.9563509,77.5772014
12.9657245,77.5865182
12.9729254,77.5810224
12.9555305,77.5919837
12.9485876,77.5799538
12.9610125,77.5591727
12.956011,77.5463943
12.9397582,77.5739629
12.9407793,77.5738045
12.9814997,77.631196
12.9869588,77.6478913
12.9836256,77.7523529
12.9840247,77.6402869
12.9666398,77.6203284
12.9932818,77.571493
13.0084297,77.5711436
13.0170551,77.5605477
12.9857661,77.6449358
12.9784796,77.6465988
12.9688448,77.6476289
12.9670177,77.6615244
12.9783441,77.6410411
12.9781423,77.6366403
12.9783815,77.6286205
12.9860822,77.5894728
12.9807434,77.6029061
12.9804068,77.6038622
12.9345854,77.623801
12.9730613,77.6469104
12.9373044,77.6270752
12.910998,77.6837774
12.9684482,77.6061032
12.8697535,77.6533581
12.3062035,76.6272706
12.3166202,76.6275301
12.8890463,77.6398958
12.3222039,76.6169116
12.3133426,76.6449751
12.3148579,76.6477978
12.8895878,77.5635013
13.0817755,77.5931229
13.0822706,77.5931329
12.9668549,77.5875354
12.9668279,77.5875646
12.9677579,77.5874378
12.9742804,77.5746956
12.978533,77.5426214
12.9810486,77.5746382
12.977876,77.5909687
12.9681517,77.5873435
12.9634181,77.5891393
12.9793532,77.6023582
12.9792685,77.6070952
12.9715933,77.6359347
12.9751043,77.6252162
12.9703619,77.6413242
12.8854863,74.8388956
12.3262758,76.6334119
12.7130411,77.2718812
12.9903012,77.5886396
12.9828071,77.5969513
12.985094,77.5722241
12.9754635,77.5747567
12.9752011,77.5763387
12.9878262,77.5742634
12.9890267,77.5739571
13.0087663,77.5691563
13.0055874,77.5692348
12.9968863,77.5693081
13.0146245,77.572887
13.0039898,77.6195774
12.9657377,77.6252023
12.9667429,77.6206838
12.9597361,77.6491458
12.9552045,77.6894444
12.9405075,77.6202253
12.9205798,77.6001864
12.9483189,77.5767783
12.9274056,77.6208361
12.9314922,77.6226225
12.910244,77.5952994
12.9608956,77.6388258
12.9345385,77.6123203
12.9370323,77.6015531
12.9172507,77.6224563
12.9372153,77.6018645
12.9372509,77.6016078
12.9369939,77.6018085
12.9664257,77.6142217
12.913937,77.6101015
12.9237827,77.6398975
12.9845161,77.5718021
12.9571579,77.5284137
12.9521149,77.4998105
12.9808805,77.5365605
13.0258594,77.5207425
13.0398882,77.5183596
13.028726,77.540158
13.0471228,77.5699836
12.9880732,77.5122824
13.0059429,77.5486862
13.0061167,77.5486474
13.052715,77.6460252
13.0683999,77.5603713
13.0348022,77.5573491
13.049637,77.5537592
13.0076813,77.5488161
13.0040722,77.5491659
12.987695,77.5500648
12.9844607,77.5491829
12.9600676,77.5328908
12.9661048,77.5353176
12.9742803,77.5447396
12.9842583,77.5489013
12.9879677,77.5497657
13.003821,77.5490665
13.0061811,77.5488004
13.0060037,77.5488442
13.0077186,77.5485965
12.9576812,77.5339714
13.032017,77.6217986
13.0404899,77.6244573
12.9233016,77.576102
12.9234836,77.5762524
12.9234243,77.5735584
12.9273387,77.5769552
12.943891,77.6075973
12.9519523,77.6051135
12.9666874,77.6088877
12.3234364,76.6745848
12.9351903,77.6244413
12.9102099,77.5932544
