lat,lon
17.4271038,78.4522925
17.4214218,78.4844195
17.4418278,78.4875311
17.4568019,78.4849664
17.3644949,78.5014095
17.3904688,78.5061073
17.336643,78.5738675
17.3961553,78.4277828
17.4267588,78.5308959
17.4269024,78.5310795
17.4068172,78.4966982
17.4006472,78.4880622
17.3982804,78.49332
17.409242,78.4895685
17.4330571,78.5063606
17.4404235,78.4953315
17.4735671,78.5708213
17.44325,78.4985461
17.4434275,78.4774909
17.4366988,78.4441072
17.4285456,78.4878246
17.0679578,78.2055053
17.4989691,78.5221773
17.2514957,80.1428893
17.4033171,78.452771
17.4109699,78.4846246
17.4384782,78.3634615
17.4383814,78.3638892
17.4185475,78.343405
17.251831,80.1409832
17.2402661,80.1431897
17.4230489,78.4265496
17.4846525,78.5115154
17.4574152,78.3736657
17.5466429,78.4669062
17.4421283,78.3717935
17.4516709,78.381443
17.4269039,78.3356052
17.3378408,78.569869
17.4967239,78.3615673
17.4454907,78.3523158
17.4188131,78.3577898
17.4190319,78.3552459
17.4185084,78.3586667
17.4365569,78.4439328
17.4424596,78.4411194
17.4136082,78.4601077
17.4133138,78.4603277
17.4432024,78.4876713
17.4430776,78.4874232
17.4433337,78.4957323
17.4429949,78.4958541
17.442898,78.4986863
17.4426448,78.505921
17.440854,78.5053176
17.4346149,78.5122212
17.4361388,78.5187284
17.4362071,78.5188455
17.4190472,78.5415759
17.3615623,78.4912292
17.4271079,78.4395069
17.4273439,78.4396733
17.493693,78.5125829
17.4846656,78.5114258
17.4435205,78.4875155
17.4270622,78.4397479
17.4139652,78.3942465
17.3957605,78.4311327
17.4133646,78.4598802
17.4255929,78.3403138
17.4388407,78.3639936
17.4389464,78.3636234
17.4346045,78.5125669
17.3290241,78.5542815
17.443404,78.4872854
17.587897,78.0839914
17.5880022,78.0839052
17.6796034,77.6050567
17.2516188,80.1424391
17.4419016,78.4457119
17.4414905,78.4483561
17.3217127,78.4314917
17.3219919,78.431789
17.4580596,78.3706665
17.4265743,78.4524898
17.426829,78.4525931
17.4268849,78.4523062
17.376291,78.558038
17.3763495,78.5577059
17.3763611,78.5580309
17.4841215,78.5491289
17.4840921,78.54899
17.4267067,78.335822
17.3848721,78.4877308
17.4082074,78.4731632
17.401199,78.4755545
17.4250201,78.4336107
17.4250412,78.4333102
17.4266884,78.4156775
17.4404028,78.495426
17.4568477,78.4850598
17.5413026,78.4338315
17.4418907,78.4875195
17.3850884,78.4874343
17.3434461,78.5070634
17.3266868,78.4761025
17.3143342,78.4441207
17.4079293,78.4730317
17.4079581,78.4731529
17.3975589,78.4835613
17.3974941,78.4834809
17.3978118,78.482996
17.3985895,78.4936834
17.4952346,78.3170117
17.4966564,78.3615631
17.4444521,78.4326012
17.4771108,78.56357
17.4408971,78.5055229
17.4542634,78.4224979
17.4542871,78.4226219
17.4230544,78.4113504
17.4229095,78.4113703
17.3024079,78.4198673
17.3291244,78.5543424
17.4265779,78.4153645
17.4266799,78.4154432
17.426555,78.4155514
17.4012424,78.4755749
17.4011246,78.4755186
17.4011634,78.4756895
17.3984212,78.4934698
17.3875255,78.429716
17.3878997,78.4295987
17.432962,78.4883519
17.4192828,78.4126138
17.442428,78.441327
17.4423639,78.4411739
17.4444141,78.4325202
17.4444841,78.4325263
17.4351777,78.455454
17.4351422,78.4556014
17.4366522,78.4438713
17.387014,78.4725124
17.5409336,78.3637537
17.4406788,78.5053562
17.4407169,78.5055751
17.3361008,78.5795304
17.4427142,78.441136
17.4425302,78.4412545
17.4190195,78.412584
17.4443754,78.4325918
17.3686992,78.4760695
17.4010903,78.4756515
17.3522653,78.5066325
17.352216,78.5067664
17.4141209,78.3944333
17.4186026,78.3434401
17.4216707,78.3380756
17.4020013,78.560025
17.4051017,78.5561751
17.4053355,78.5561806
17.4053694,78.5562874
17.5879764,78.0840039
17.4456876,78.4962671
17.4457261,78.4960638
17.4459963,78.496024
17.4460191,78.4963152
17.4460265,78.496236
17.6276985,78.5694645
17.628055,78.5693798
17.6281105,78.5695289
17.3959805,78.431207
17.426991,78.3338474
17.3217131,78.4323867
17.4011723,78.560111
17.4013373,78.5606435
17.4015423,78.5596859
17.4801189,78.3111222
17.364157,78.5014846
17.3218087,78.4322159
17.3266773,78.4767476
17.3268773,78.4761357
17.443495,78.4871623
17.4287381,78.4554904
17.4290964,78.4556097
17.4427719,78.4983945
17.4430927,78.498276
17.4433599,78.4986247
17.4190306,78.3581131
17.4192251,78.3555758
17.4950813,78.3168374
17.4950928,78.3172679
17.4511871,78.3812207
17.4512781,78.3812743
17.451464,78.3808155
17.4515101,78.3806926
17.4515848,78.3814959
17.4519128,78.3808271
17.451965,78.3810177
17.3903259,78.5061511
17.3904133,78.5061263
17.3913403,78.5108972
17.3913543,78.5109803
16.6999825,78.0499039
16.7000126,78.0499971
17.3752085,78.4804142
17.3752427,78.480349
17.4047111,78.587088
17.4047782,78.5869816
17.4428422,78.6724889
17.4425437,78.6726269
17.4425457,78.6729922
17.4427881,78.6721275
17.4424067,78.6725573
17.4426617,78.6727853
17.4427302,78.6722572
17.4428718,78.6725436
17.4107653,78.484528
17.4936908,78.5126354
17.4033694,78.4531876
17.4035476,78.4528613
17.4802449,78.3110243
17.4229889,78.4263932
17.4230854,78.4266661
17.4250841,78.4334585
17.4271561,78.4396779
17.458922,78.3659805
17.4574348,78.3738048
17.4422155,78.3718179
17.4541529,78.4225012
17.4128093,78.4783076
17.4328549,78.4883451
17.4271316,78.3340524
17.4326905,78.5059022
17.4329564,78.5063015
17.4640051,78.4726278
17.4550694,78.5551005
17.4266885,78.530986
17.4969601,78.3617064
17.4290348,78.3746216
17.3973353,78.4834456
17.3848696,78.4873149
17.4138524,78.3328571
17.4138883,78.3331837
17.4141465,78.3328946
17.4141913,78.3331781
17.4268778,78.3341353
17.4266565,78.335512
17.4219003,78.3378358
17.4218323,78.3381321
17.4217003,78.3378212
17.4198844,78.3366699
17.4200218,78.3369151
17.4200942,78.3366813
17.3911268,78.5109453
17.3911371,78.5110317
17.3641739,78.5012927
17.4638701,78.3670803
17.4640227,78.3672507
17.4640136,78.3670325
17.4452242,78.352658
17.444918,78.3525773
17.4448474,78.3529289
17.4199434,78.3369215
17.4260486,78.3407748
17.4257946,78.3408582
17.4257439,78.3401027
17.34367,78.506974
17.3548908,78.4732729
